source,title,link,summary,published,text,CVEs,Category
thehackernews.com,"Scattered Spider Hacker Gets 10 Years, $13M Restitution for SIM Swapping Crypto Theft",https://thehackernews.com/2025/08/scattered-spider-hacker-gets-10-years.html,"A 20-year-old member of the notorious cybercrime gang known as Scattered Spider has been sentenced to ten years in prison in the U.S. in connection with a series of major hacks and cryptocurrency thefts.
Noah Michael Urban pleaded guilty to charges related to wire fraud and aggravated identity theft back in April 2025. News of Urban's sentencing was reported by Bloomberg and Jacksonville news",2025-08-21 06:45:00+00:00,"Scattered Spider Hacker Gets 10 Years, $13M Restitution for SIM Swapping Crypto Theft A 20-year-old member of the notorious cybercrime gang known as Scattered Spider has been sentenced to ten years in prison in the U.S. in connection with a series of major hacks and cryptocurrency thefts.
Noah Michael Urban pleaded guilty to charges related to wire fraud and aggravated identity theft back in April 2025. News of Urban's sentencing was reported by Bloomberg and Jacksonville news",[],Other
thehackernews.com,"Apple Patches CVE-2025-43300 Zero-Day in iOS, iPadOS, and macOS Exploited in Targeted Attacks",https://thehackernews.com/2025/08/apple-patches-cve-2025-43300-zero-day.html,"Apple has released security updates to address a security flaw impacting iOS, iPadOS, and macOS that it said has come under active exploitation in the wild.
The zero-day out-of-bounds write vulnerability, tracked as CVE-2025-43300 (CVSS score: 8.8), resides in the ImageIO framework that could result in memory corruption when processing a malicious image.
""Apple is aware of a report that this",2025-08-21 04:47:00+00:00,"Apple Patches CVE-2025-43300 Zero-Day in iOS, iPadOS, and macOS Exploited in Targeted Attacks Apple has released security updates to address a security flaw impacting iOS, iPadOS, and macOS that it said has come under active exploitation in the wild.
The zero-day out-of-bounds write vulnerability, tracked as CVE-2025-43300 (CVSS score: 8.8), resides in the ImageIO framework that could result in memory corruption when processing a malicious image.
""Apple is aware of a report that this",['CVE-2025-43300'],Vulnerability
thehackernews.com,DOM-Based Extension Clickjacking Exposes Popular Password Managers to Credential and Data Theft,https://thehackernews.com/2025/08/dom-based-extension-clickjacking.html,"Popular password manager plugins for web browsers have been found susceptible to clickjacking security vulnerabilities that could be exploited to steal account credentials, two-factor authentication (2FA) codes, and credit card details under certain conditions.
The technique has been dubbed Document Object Model (DOM)-based extension clickjacking by independent security researcher Marek Tóth,",2025-08-20 17:54:00+00:00,"DOM-Based Extension Clickjacking Exposes Popular Password Managers to Credential and Data Theft Popular password manager plugins for web browsers have been found susceptible to clickjacking security vulnerabilities that could be exploited to steal account credentials, two-factor authentication (2FA) codes, and credit card details under certain conditions.
The technique has been dubbed Document Object Model (DOM)-based extension clickjacking by independent security researcher Marek Tóth,",[],Other
thehackernews.com,🕵️ Webinar: Discover and Control Shadow AI Agents in Your Enterprise Before Hackers Do,https://thehackernews.com/2025/08/webinar-discover-and-control-shadow-ai.html,"Do you know how many AI agents are running inside your business right now?
If the answer is “not sure,” you’re not alone—and that’s exactly the concern.
Across industries, AI agents are being set up every day. Sometimes by IT, but often by business units moving fast to get results. That means agents are running quietly in the background—without proper IDs, without owners, and without logs of",2025-08-20 17:25:00+00:00,"🕵️ Webinar: Discover and Control Shadow AI Agents in Your Enterprise Before Hackers Do Do you know how many AI agents are running inside your business right now?
If the answer is “not sure,” you’re not alone—and that’s exactly the concern.
Across industries, AI agents are being set up every day. Sometimes by IT, but often by business units moving fast to get results. That means agents are running quietly in the background—without proper IDs, without owners, and without logs of",[],Other
thehackernews.com,FBI Warns FSB-Linked Hackers Exploiting Unpatched Cisco Devices for Cyber Espionage,https://thehackernews.com/2025/08/fbi-warns-russian-fsb-linked-hackers.html,"A Russian state-sponsored cyber espionage group known as Static Tundra has been observed actively exploiting a seven-year-old security flaw in Cisco IOS and Cisco IOS XE software as a means to establish persistent access to target networks.
Cisco Talos, which disclosed details of the activity, said the attacks single out organizations in telecommunications, higher education and manufacturing",2025-08-20 15:59:00+00:00,"FBI Warns FSB-Linked Hackers Exploiting Unpatched Cisco Devices for Cyber Espionage A Russian state-sponsored cyber espionage group known as Static Tundra has been observed actively exploiting a seven-year-old security flaw in Cisco IOS and Cisco IOS XE software as a means to establish persistent access to target networks.
Cisco Talos, which disclosed details of the activity, said the attacks single out organizations in telecommunications, higher education and manufacturing",[],Vulnerability
thehackernews.com,Experts Find AI Browsers Can Be Tricked by PromptFix Exploit to Run Malicious Hidden Prompts,https://thehackernews.com/2025/08/experts-find-ai-browsers-can-be-tricked.html,"Cybersecurity researchers have demonstrated a new prompt injection technique called PromptFix that tricks a generative artificial intelligence (GenAI) model into carrying out intended actions by embedding the malicious instruction inside a fake CAPTCHA check on a web page.
Described by Guardio Labs an ""AI-era take on the ClickFix scam,"" the attack technique demonstrates how AI-driven browsers,",2025-08-20 13:01:00+00:00,"Experts Find AI Browsers Can Be Tricked by PromptFix Exploit to Run Malicious Hidden Prompts Cybersecurity researchers have demonstrated a new prompt injection technique called PromptFix that tricks a generative artificial intelligence (GenAI) model into carrying out intended actions by embedding the malicious instruction inside a fake CAPTCHA check on a web page.
Described by Guardio Labs an ""AI-era take on the ClickFix scam,"" the attack technique demonstrates how AI-driven browsers,",[],Vulnerability
thehackernews.com,From Impact to Action: Turning BIA Insights Into Resilient Recovery,https://thehackernews.com/2025/08/turning-bia-insights-into-resilient-recovery.html,"Modern businesses face a rapidly evolving and expanding threat landscape, but what does this mean for your business? It means a growing number of risks, along with an increase in their frequency, variety, complexity, severity, and potential business impact.
The real question is, “How do you tackle these rising threats?” The answer lies in having a robust BCDR strategy. However, to build a",2025-08-20 10:30:00+00:00,"From Impact to Action: Turning BIA Insights Into Resilient Recovery Modern businesses face a rapidly evolving and expanding threat landscape, but what does this mean for your business? It means a growing number of risks, along with an increase in their frequency, variety, complexity, severity, and potential business impact.
The real question is, “How do you tackle these rising threats?” The answer lies in having a robust BCDR strategy. However, to build a",[],Other
thehackernews.com,North Korea Uses GitHub in Diplomat Cyber Attacks as IT Worker Scheme Hits 320+ Firms,https://thehackernews.com/2025/08/north-korea-uses-github-in-diplomat.html,"North Korean threat actors have been attributed to a coordinated cyber espionage campaign targeting diplomatic missions in their southern counterpart between March and July 2025.
The activity manifested in the form of at least 19 spear-phishing emails that impersonated trusted diplomatic contacts with the goal of luring embassy staff and foreign ministry personnel with convincing meeting invites",2025-08-20 09:18:00+00:00,"North Korea Uses GitHub in Diplomat Cyber Attacks as IT Worker Scheme Hits 320+ Firms North Korean threat actors have been attributed to a coordinated cyber espionage campaign targeting diplomatic missions in their southern counterpart between March and July 2025.
The activity manifested in the form of at least 19 spear-phishing emails that impersonated trusted diplomatic contacts with the goal of luring embassy staff and foreign ministry personnel with convincing meeting invites",[],Other
thehackernews.com,"DOJ Charges 22-Year-Old for Running RapperBot Botnet Behind 370,000 DDoS Attacks",https://thehackernews.com/2025/08/doj-charges-22-year-old-for-running.html,"A 22-year-old man from the U.S. state of Oregon has been charged with allegedly developing and overseeing a distributed denial-of-service (DDoS)-for-hire botnet called RapperBot.
Ethan Foltz of Eugene, Oregon, has been identified as the administrator of the service, the U.S. Department of Justice (DoJ) said. The botnet has been used to carry out large-scale DDoS-for-hire attacks targeting",2025-08-20 04:19:00+00:00,"DOJ Charges 22-Year-Old for Running RapperBot Botnet Behind 370,000 DDoS Attacks A 22-year-old man from the U.S. state of Oregon has been charged with allegedly developing and overseeing a distributed denial-of-service (DDoS)-for-hire botnet called RapperBot.
Ethan Foltz of Eugene, Oregon, has been identified as the administrator of the service, the U.S. Department of Justice (DoJ) said. The botnet has been used to carry out large-scale DDoS-for-hire attacks targeting",[],Other
thehackernews.com,Apache ActiveMQ Flaw Exploited to Deploy DripDropper Malware on Cloud Linux Systems,https://thehackernews.com/2025/08/apache-activemq-flaw-exploited-to.html,"Threat actors are exploiting a nearly two-year-old security flaw in Apache ActiveMQ to gain persistent access to cloud Linux systems and deploy malware called DripDropper.
But in an unusual twist, the unknown attackers have been observed patching the exploited vulnerability after securing initial access to prevent further exploitation by other adversaries and evade detection, Red Canary said in",2025-08-19 17:37:00+00:00,"Apache ActiveMQ Flaw Exploited to Deploy DripDropper Malware on Cloud Linux Systems Threat actors are exploiting a nearly two-year-old security flaw in Apache ActiveMQ to gain persistent access to cloud Linux systems and deploy malware called DripDropper.
But in an unusual twist, the unknown attackers have been observed patching the exploited vulnerability after securing initial access to prevent further exploitation by other adversaries and evade detection, Red Canary said in",[],Malware
thehackernews.com,New GodRAT Trojan Targets Trading Firms Using Steganography and Gh0st RAT Code,https://thehackernews.com/2025/08/new-godrat-trojan-targets-trading-firms.html,"Financial institutions like trading and brokerage firms are the target of a new campaign that delivers a previously unreported remote access trojan called GodRAT.
The malicious activity involves the ""distribution of malicious .SCR (screen saver) files disguised as financial documents via Skype messenger,"" Kaspersky researcher Saurabh Sharma said in a technical analysis published today.
The",2025-08-19 14:33:00+00:00,"New GodRAT Trojan Targets Trading Firms Using Steganography and Gh0st RAT Code Financial institutions like trading and brokerage firms are the target of a new campaign that delivers a previously unreported remote access trojan called GodRAT.
The malicious activity involves the ""distribution of malicious .SCR (screen saver) files disguised as financial documents via Skype messenger,"" Kaspersky researcher Saurabh Sharma said in a technical analysis published today.
The",[],Malware
thehackernews.com,Public Exploit for Chained SAP Flaws Exposes Unpatched Systems to Remote Code Execution,https://thehackernews.com/2025/08/public-exploit-for-chained-sap-flaws.html,"A new exploit combining two critical, now-patched security flaws in SAP NetWeaver has emerged in the wild, putting organizations at risk of system compromise and data theft.
The exploit in question chains together CVE-2025-31324 and CVE-2025-42999 to bypass authentication and achieve remote code execution, SAP security company Onapsis said.

CVE-2025-31324 (CVSS score: 10.0) - Missing",2025-08-19 13:00:00+00:00,"Public Exploit for Chained SAP Flaws Exposes Unpatched Systems to Remote Code Execution A new exploit combining two critical, now-patched security flaws in SAP NetWeaver has emerged in the wild, putting organizations at risk of system compromise and data theft.
The exploit in question chains together CVE-2025-31324 and CVE-2025-42999 to bypass authentication and achieve remote code execution, SAP security company Onapsis said.

CVE-2025-31324 (CVSS score: 10.0) - Missing",[],Vulnerability
thehackernews.com,U.K. Government Drops Apple Encryption Backdoor Order After U.S. Civil Liberties Pushback,https://thehackernews.com/2025/08/uk-government-drops-apple-encryption.html,"The U.K. government has apparently abandoned its plans to force Apple to weaken encryption protections and include a backdoor that would have enabled access to the protected data of U.S. citizens.
U.S. Director of National Intelligence (DNI) Tulsi Gabbard, in a statement posted on X, said the U.S. government had been working with its partners with the U.K. over the past few months to ensure that",2025-08-19 11:24:00+00:00,"U.K. Government Drops Apple Encryption Backdoor Order After U.S. Civil Liberties Pushback The U.K. government has apparently abandoned its plans to force Apple to weaken encryption protections and include a backdoor that would have enabled access to the protected data of U.S. citizens.
U.S. Director of National Intelligence (DNI) Tulsi Gabbard, in a statement posted on X, said the U.S. government had been working with its partners with the U.K. over the past few months to ensure that",[],Other
thehackernews.com,Why Your Security Culture is Critical to Mitigating Cyber Risk,https://thehackernews.com/2025/08/why-your-security-culture-is-critical.html,"After two decades of developing increasingly mature security architectures, organizations are running up against a hard truth: tools and technologies alone are not enough to mitigate cyber risk. As tech stacks have grown more sophisticated and capable, attackers have shifted their focus. They are no longer focusing on infrastructure vulnerabilities alone. Instead, they are increasingly",2025-08-19 11:15:00+00:00,"Why Your Security Culture is Critical to Mitigating Cyber Risk After two decades of developing increasingly mature security architectures, organizations are running up against a hard truth: tools and technologies alone are not enough to mitigate cyber risk. As tech stacks have grown more sophisticated and capable, attackers have shifted their focus. They are no longer focusing on infrastructure vulnerabilities alone. Instead, they are increasingly",[],Other
thehackernews.com,"PyPI Blocks 1,800 Expired-Domain Emails to Prevent Account Takeovers and Supply Chain Attacks",https://thehackernews.com/2025/08/pypi-blocks-1800-expired-domain-emails.html,"The maintainers of the Python Package Index (PyPI) repository have announced that the package manager now checks for expired domains to prevent supply chain attacks.
""These changes improve PyPI's overall account security posture, making it harder for attackers to exploit expired domain names to gain unauthorized access to accounts,"" Mike Fiedler, PyPI safety and security engineer at the Python",2025-08-19 06:36:00+00:00,"PyPI Blocks 1,800 Expired-Domain Emails to Prevent Account Takeovers and Supply Chain Attacks The maintainers of the Python Package Index (PyPI) repository have announced that the package manager now checks for expired domains to prevent supply chain attacks.
""These changes improve PyPI's overall account security posture, making it harder for attackers to exploit expired domain names to gain unauthorized access to accounts,"" Mike Fiedler, PyPI safety and security engineer at the Python",[],Other
thehackernews.com,Noodlophile Malware Campaign Expands Global Reach with Copyright Phishing Lures,https://thehackernews.com/2025/08/noodlophile-malware-campaign-expands.html,"The threat actors behind the Noodlophile malware are leveraging spear-phishing emails and updated delivery mechanisms to deploy the information stealer in attacks aimed at enterprises located in the U.S., Europe, Baltic countries, and the Asia-Pacific (APAC) region.
""The Noodlophile campaign, active for over a year, now leverages advanced spear-phishing emails posing as copyright infringement",2025-08-18 19:24:00+00:00,"Noodlophile Malware Campaign Expands Global Reach with Copyright Phishing Lures The threat actors behind the Noodlophile malware are leveraging spear-phishing emails and updated delivery mechanisms to deploy the information stealer in attacks aimed at enterprises located in the U.S., Europe, Baltic countries, and the Asia-Pacific (APAC) region.
""The Noodlophile campaign, active for over a year, now leverages advanced spear-phishing emails posing as copyright infringement",[],Malware
thehackernews.com,Microsoft Windows Vulnerability Exploited to Deploy PipeMagic RansomExx Malware,https://thehackernews.com/2025/08/microsoft-windows-vulnerability.html,"Cybersecurity researchers have lifted the lid on the threat actors' exploitation of a now-patched security flaw in Microsoft Windows to deploy the PipeMagic malware in RansomExx ransomware attacks.
The attacks involve the exploitation of CVE-2025-29824, a privilege escalation vulnerability impacting the Windows Common Log File System (CLFS) that was addressed by Microsoft in April 2025,",2025-08-18 16:03:00+00:00,"Microsoft Windows Vulnerability Exploited to Deploy PipeMagic RansomExx Malware Cybersecurity researchers have lifted the lid on the threat actors' exploitation of a now-patched security flaw in Microsoft Windows to deploy the PipeMagic malware in RansomExx ransomware attacks.
The attacks involve the exploitation of CVE-2025-29824, a privilege escalation vulnerability impacting the Windows Common Log File System (CLFS) that was addressed by Microsoft in April 2025,",[],Malware
thehackernews.com,"⚡ Weekly Recap: NFC Fraud, Curly COMrades, N-able Exploits, Docker Backdoors & More",https://thehackernews.com/2025/08/weekly-recap-nfc-fraud-curly-comrades-n.html,"Power doesn’t just disappear in one big breach. It slips away in the small stuff—a patch that’s missed, a setting that’s wrong, a system no one is watching. Security usually doesn’t fail all at once; it breaks slowly, then suddenly. Staying safe isn’t about knowing everything—it’s about acting fast and clear before problems pile up. Clarity keeps control. Hesitation creates risk.
Here are this",2025-08-18 12:47:00+00:00,"⚡ Weekly Recap: NFC Fraud, Curly COMrades, N-able Exploits, Docker Backdoors & More Power doesn’t just disappear in one big breach. It slips away in the small stuff—a patch that’s missed, a setting that’s wrong, a system no one is watching. Security usually doesn’t fail all at once; it breaks slowly, then suddenly. Staying safe isn’t about knowing everything—it’s about acting fast and clear before problems pile up. Clarity keeps control. Hesitation creates risk.
Here are this",[],Vulnerability
thehackernews.com,Malicious PyPI and npm Packages Discovered Exploiting Dependencies in Supply Chain Attacks,https://thehackernews.com/2025/08/malicious-pypi-and-npm-packages.html,"Cybersecurity researchers have discovered a malicious package in the Python Package Index (PyPI) repository that introduces malicious behavior through a dependency that allows it to establish persistence and achieve code execution.
The package, named termncolor, realizes its nefarious functionality through a dependency package called colorinal by means of a multi-stage malware operation, Zscaler",2025-08-18 10:56:00+00:00,"Malicious PyPI and npm Packages Discovered Exploiting Dependencies in Supply Chain Attacks Cybersecurity researchers have discovered a malicious package in the Python Package Index (PyPI) repository that introduces malicious behavior through a dependency that allows it to establish persistence and achieve code execution.
The package, named termncolor, realizes its nefarious functionality through a dependency package called colorinal by means of a multi-stage malware operation, Zscaler",[],Vulnerability
thehackernews.com,Wazuh for Regulatory Compliance,https://thehackernews.com/2025/08/wazuh-for-regulatory-compliance.html,"Organizations handling various forms of sensitive data or personally identifiable information (PII) require adherence to regulatory compliance standards and frameworks. These compliance standards also apply to organizations operating in regulated sectors such as healthcare, finance, government contracting, or education. Some of these standards and frameworks include, but are not limited to:",2025-08-18 10:15:00+00:00,"Wazuh for Regulatory Compliance Organizations handling various forms of sensitive data or personally identifiable information (PII) require adherence to regulatory compliance standards and frameworks. These compliance standards also apply to organizations operating in regulated sectors such as healthcare, finance, government contracting, or education. Some of these standards and frameworks include, but are not limited to:",[],Other
thehackernews.com,ERMAC V3.0 Banking Trojan Source Code Leak Exposes Full Malware Infrastructure,https://thehackernews.com/2025/08/ermac-v30-banking-trojan-source-code.html,"Cybersecurity researchers have detailed the inner workings of an Android banking trojan called ERMAC 3.0, uncovering serious shortcomings in the operators' infrastructure.
""The newly uncovered version 3.0 reveals a significant evolution of the malware, expanding its form injection and data theft capabilities to target more than 700 banking, shopping, and cryptocurrency applications,"" Hunt.io",2025-08-16 10:41:00+00:00,"ERMAC V3.0 Banking Trojan Source Code Leak Exposes Full Malware Infrastructure Cybersecurity researchers have detailed the inner workings of an Android banking trojan called ERMAC 3.0, uncovering serious shortcomings in the operators' infrastructure.
""The newly uncovered version 3.0 reveals a significant evolution of the malware, expanding its form injection and data theft capabilities to target more than 700 banking, shopping, and cryptocurrency applications,"" Hunt.io",[],Malware
thehackernews.com,Russian Group EncryptHub Exploits MSC EvilTwin Vulnerability to Deploy Fickle Stealer Malware,https://thehackernews.com/2025/08/russian-group-encrypthub-exploits-msc.html,"The threat actor known as EncryptHub is continuing to exploit a now-patched security flaw impacting Microsoft Windows to deliver malicious payloads.
Trustwave SpiderLabs said it recently observed an EncryptHub campaign that brings together social engineering and the exploitation of a vulnerability in the Microsoft Management Console (MMC) framework (CVE-2025-26633, aka MSC EvilTwin) to trigger",2025-08-16 05:34:00+00:00,"Russian Group EncryptHub Exploits MSC EvilTwin Vulnerability to Deploy Fickle Stealer Malware The threat actor known as EncryptHub is continuing to exploit a now-patched security flaw impacting Microsoft Windows to deliver malicious payloads.
Trustwave SpiderLabs said it recently observed an EncryptHub campaign that brings together social engineering and the exploitation of a vulnerability in the Microsoft Management Console (MMC) framework (CVE-2025-26633, aka MSC EvilTwin) to trigger",[],Malware
thehackernews.com,Taiwan Web Servers Breached by UAT-7237 Using Customized Open-Source Hacking Tools,https://thehackernews.com/2025/08/taiwan-web-servers-breached-by-uat-7237.html,"A Chinese-speaking advanced persistent threat (APT) actor has been observed targeting web infrastructure entities in Taiwan using customized versions of open-sourced tools with an aim to establish long-term access within high-value victim environments.
The activity has been attributed by Cisco Talos to an activity cluster it tracks as UAT-7237, which is believed to be active since at least 2022.",2025-08-15 16:20:00+00:00,"Taiwan Web Servers Breached by UAT-7237 Using Customized Open-Source Hacking Tools A Chinese-speaking advanced persistent threat (APT) actor has been observed targeting web infrastructure entities in Taiwan using customized versions of open-sourced tools with an aim to establish long-term access within high-value victim environments.
The activity has been attributed by Cisco Talos to an activity cluster it tracks as UAT-7237, which is believed to be active since at least 2022.",[],Data Breach
